Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸8 500 000,00;2006 - 2010 E70;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸3 200 000,00;1990 - 2003 T4;Минивэн;2.5 (бензин);Механика;Передний привод;Слева;белый;Да
₸21 500 000,00;2021 - н.в. 1 поколение;Седан;3.5 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸3 300 000,00;2005 - 2010 B6;Седан;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸1 000 000,00;1982 - 1993 1 поколение (W201);Седан;2 (бензин);Автомат;Задний привод;Слева;черный;Да
₸4 900 000,00;2011 - 2015 3 поколение (UB);Седан;1.6 (бензин);Автомат;Передний привод;Слева;черный;Да
₸5 550 000,00;2020 - н.в. 1 поколение;Седан;1.5 (бензин);Автомат;Передний привод;Слева;белый;Да
₸9 300 000,00;2019 - н.в. E210;Седан;1.6 (бензин);Вариатор;Передний привод;Слева;белый металлик;Да
₸3 100 000,00;2002 - 2006 1 поколение (JC);Внедорожник;2.4 (бензин);Механика;Полный привод;Слева;жёлтый;Да
₸2 300 000,00;1988 - 1996 E34;Седан;3 (бензин);Механика;Задний привод;Слева;коричневый металлик;Да
₸6 000 000,00;1999 - 2003 E53;Кроссовер;4.4 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸3 200 000,00;2012 - 2016 1 поколение;Седан;1.4 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸587 532,00;1995 - 2012 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;;Да
₸3 000 000,00;1993 - 1997 W124 [2-й рестайлинг];Седан;2.8 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸1 600 000,00;1991 - 1996 1 поколение;Седан;2.5 (бензин);Механика;Передний привод;Слева;серый металлик;Да
₸3 000 000,00;1995 - 1999 W210/S210;Седан;3.2 (бензин);Автомат;Задний привод;Слева;синий металлик;Да
₸2 500 000,00;2009 - н.в. 1 поколение [2-й рестайлинг];Внедорожник;1.7 (бензин);Механика;Полный привод;Слева;белый;Да
₸6 111 111,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Вариатор;Передний привод;Слева;белый;Да
₸7 000 000,00;2013 - 2016 5 поколение рестайлинг (MD/UD);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸700 000,00;1982 - 1993 1 поколение (W201);Седан;2.3 (бензин);Автомат;Задний привод;Слева;серый;Да
₸9 000 000,00;2022 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Робот;Передний привод;Слева;белый;Да
₸1 300 000,00;2015 - н.в. 1 поколение;Хэтчбек;1.8 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸12 500 000,00;2021 - н.в. 1 поколение;Кроссовер;2 (бензин);Робот;Передний привод;Слева;синий;Да
₸2 700 000,00;2013 - 2018 1 поколение рестайлинг;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸2 500 000,00;1993 - 1996 R20;Внедорожник;2.7 (дизель);Механика;Полный привод;Слева;черный металлик;Да
₸4 300 000,00;2018 - н.в. 1 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸12 000 000,00;2007 - 2011 3 поколение рестайлинг (S19);Седан;4.6 (бензин);Автомат;Задний привод;Справа;белый металлик;Да
₸1 500 000,00;2007 - 2015 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸2 400 000,00;1990 - 1994 4 поколение (C4);Универсал;2.8 (бензин);Механика;Полный привод;Слева;черный;Да
₸550 000,00;1994 - н.в. 1 поколение;Фургон;2.7 (бензин);Механика;Задний привод;Слева;белый;Да
₸3 200 000,00;1996 - 2008 1 поколение;Внедорожник;3 (бензин);Автомат;Полный привод;Слева;;Да
₸1 490 000,00;1991 - 2002 3 поколение;Хэтчбек;2 (бензин);Механика;Передний привод;Слева;черный;Да
₸11 000 000,00;2002 - 2007 2 поколение рестайлинг (UZJ100);Внедорожник;4.7 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 300 000,00;2000 - 2003 3 поколение (B5Y/B4Y);Лифтбек;1.8 (бензин);Механика;Передний привод;Слева;синий;Да
₸1 300 000,00;1992 - 1998 1 поколение;Седан;1.8 (бензин);Механика;Передний привод;Слева;синий;Да
₸1 322 481,00;1982 - 1993 1 поколение (W201);Седан;2 (бензин);Механика;Задний привод;Слева;;Да
₸1 600 000,00;1991 - 2002 3 поколение;Хэтчбек;1.8 (бензин);Автомат;Передний привод;Слева;вишня металлик;Да
₸2 600 000,00;1993 - 1997 W202/S202;Седан;1.8 (бензин);Автомат;Задний привод;Слева;серебристый металлик;Да
₸7 300 000,00;2014 - 2016 3 поколение рестайлинг (QL/QLE);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;;Да
₸10 700 000,00;2006 - 2011 4 поколение (V8xW/V9xW);Внедорожник;3.2 (дизель);Автомат;Полный привод;Слева;белый;Да
₸790 000,00;1991 - 1996 B4;Седан;1.6 (бензин);Механика;Передний привод;Слева;зеленый металлик;Да
₸7 400 000,00;2015 - н.в. 1 поколение;Универсал;1.6 (бензин);Вариатор;Передний привод;Слева;белый;Да
₸25 000 000,00;2012 - 2015 3 поколение рестайлинг (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;белый;Да
₸5 700 000,00;1992 - 2003 T4;Минивэн;2.5 (дизель);Механика;Передний привод;Слева;красный металлик;Да
₸1 000 000,00;1975 - 1986 W123;Седан;2.3 (бензин);Автомат;Задний привод;Слева;белый;Да
₸1 400 000,00;1993 - 1997 B4;Седан;2 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸7 200 000,00;2009 - 2013 W221 рестайлинг;Седан;4.7 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸4 950 000,00;2014 - 2017 7 поколение (LF);Седан;2 (газ);Автомат;Передний привод;Слева;серебристый;Нет
₸7 400 000,00;2023 - н.в. 2 поколение;Седан;1.5 (бензин);Автомат;Передний привод;Слева;синий металлик;Да
₸12 000 000,00;2023 - н.в. 7 поколение рестайлинг;Седан;2 (бензин);Автомат;Передний привод;Слева;серый;Да
₸1 350 000,00;1996 - 2005 1 поколение;Минивэн;3.4 (бензин);Автомат;Передний привод;Слева;;Да
₸4 300 000,00;2002 - 2005 2 поколение (SG);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;;Да
₸5 100 000,00;2010 - 2014 YF15;Кроссовер;1.6 (бензин);Вариатор;Передний привод;Слева;бордовый металлик;Да
₸7 000 000,00;2011 - 2015 1 поколение (VF);Седан;2 (бензин);Автомат;Передний привод;Слева;белый;Да
₸1 900 000,00;1999 - 2002 B рестайлинг (J96);Седан;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸1 100 000,00;1990 - 2000 E36;Седан;1.8 (бензин);Механика;Задний привод;Слева;черный металлик;Да
₸6 600 000,00;2007 - н.в. 1 поколение;Микровэн;2.4 (бензин);Вариатор;Передний привод;Справа;белый;Да
₸1 100 000,00;1993 - 1997 B4;Седан;2 (бензин);Автомат;Передний привод;Слева;красный;Да
₸2 200 000,00;1993 - 1997 W202/S202;Седан;2.2 (дизель);Механика;Задний привод;Слева;зеленый;Да
₸2 500 000,00;1993 - 1997 W202/S202;Седан;1.8 (бензин);Механика;Задний привод;Слева;черный;Да
₸20 500 000,00;2022 - н.в. 1 поколение;Кроссовер;1.5 (гибрид);Автомат;Полный привод;Слева;черный;Да
₸29 400 000,00;2015 - 2021 J200 [2-й рестайлинг];Внедорожник;4.6 (бензин);Автомат;Полный привод;Слева;белый;Да
₸1 650 000,00;2000 - 2016 M150 рестайлинг (M100/M150);Хэтчбек;0.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸5 500 000,00;2003 - 2009 XV30;Купе;2.4 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸15 000 000,00;2009 - 2013 J150;Внедорожник;3 (дизель);Автомат;Полный привод;Слева;синий металлик;Да
₸5 200 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸1 800 000,00;1987 - 1993 W124 рестайлинг;Седан;2.3 (бензин);Механика;Задний привод;Слева;черный металлик;Да
₸7 600 000,00;2005 - 2009 2 поколение (CWxW);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸2 600 000,00;1994 - 1998 E38;Седан;2.8 (бензин);Автомат;Задний привод;Слева;синий металлик;Да
₸1 400 000,00;1982 - 1993 1 поколение (W201);Седан;1.8 (бензин);Механика;Задний привод;Слева;черный;Да
₸500 000,00;1990 - 1997 P10 (P10/W10);Лифтбек;2 (бензин);Механика;Передний привод;Слева;;Да
₸14 500 000,00;2007 - 2018 JK;Внедорожник;3.8 (бензин);Механика;Полный привод;Слева;;Да
₸7 300 000,00;2008 - 2015 1 поколение (H2);Минивэн;3.5 (бензин);Автомат;Передний привод;Справа;белый металлик;Нет
₸4 350 000,00;1999 - 2003 2 поколение (RA6/RA7/RA8/RA9/RL1);Минивэн;2.3 (бензин);Автомат;Передний привод;Справа;белый;Да
₸2 300 000,00;2012 - 2017 1 поколение;Седан;1.5 (бензин);Автомат;Передний привод;Слева;синий;Да
₸4 500 000,00;1997 - 2000 2 поколение (S16);Седан;3 (бензин);Автомат;Задний привод;Слева;серый металлик;Да
₸950 000,00;1992 - 1998 1 поколение;Седан;1.8 (бензин);Механика;Передний привод;Слева;;Да
₸9 000 000,00;2015 - 2017 1 поколение рестайлинг (KE/GH);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;коричневый металлик;Да
₸6 500 000,00;1998 - 2003 1 поколение (8N);Купе;1.8 (бензин);Автомат;Передний привод;Слева;;Да
₸1 700 000,00;1990 - 1994 4 поколение (C4);Седан;2 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸6 000 000,00;2018 - н.в. 2 поколение рестайлинг (B8);Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸2 400 000,00;1991 - 2000 VII (CBxA/CDxA/CExA);Универсал;1.6 (бензин);Механика;Передний привод;Слева;зеленый металлик;Да
₸7 800 000,00;1998 - 2002 2 поколение (UZJ100);Внедорожник;4.7 (бензин);Автомат;Полный привод;Слева;бежевый металлик;Да
₸1 500 000,00;2011 - 2018 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;бордовый металлик;Да
₸3 100 000,00;1995 - 1999 W210/S210;Седан;2 (бензин);Механика;Задний привод;Слева;серебристый металлик;Да
₸1 347 310,00;1991 - 1997 1 поколение;Тарга;2 (бензин);Автомат;Полный привод;Справа;синий металлик;Да
₸1 700 000,00;2004 - 2011 2 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;золотистый;Да
₸1 400 000,00;2007 - 2015 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;бордовый металлик;Да
₸15 900 000,00;2019 - н.в. 8 поколение (DN8);Седан;2.5 (бензин);Автомат;Передний привод;Слева;;Да
₸7 600 000,00;2011 - 2014 XV50;Седан;2.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸54 900 000,00;2018 - н.в. G07;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸9 000 000,00;2010 - 2012 3 поколение [2-й рестайлинг] (A3);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;;Да
₸11 900 000,00;2018 - 2021 3 поколение рестайлинг (TL/TLE);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;белый;Да
₸9 300 000,00;2020 - н.в. 7 поколение (CN7);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸600 000,00;1991 - 2002 3 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;фиолетовый металлик;Да
₸13 500 000,00;2002 - 2009 J120;Внедорожник;4 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 800 000,00;1997 - 2000 1 поколение (SF);Кроссовер;2 (бензин);Механика;Полный привод;Справа;серебристый металлик;Да
₸6 600 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;хамелеон металлик;Да
₸2 100 000,00;1995 - 1999 W210/S210;Седан;2.3 (бензин);Механика;Задний привод;Слева;синий металлик;Да
₸4 600 000,00;1990 - 2003 T4;Минивэн;2.5 (дизель);Механика;Передний привод;Слева;зеленый;Да
₸4 200 000,00;2020 - н.в. 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;белый;Да
₸1 550 000,00;1987 - 1993 W124 рестайлинг;Седан;3 (дизель);Автомат;Задний привод;Слева;;Да
₸400 000,00;1988 - 1994 VI (C6xA/C7xA);Хэтчбек;1.8 (дизель);Механика;Передний привод;Слева;вишня;Да
₸4 000 000,00;1998 - 2001 E38 рестайлинг;Седан;5.4 (бензин);Автомат;Задний привод;Слева;серебристый металлик;Да
₸3 500 000,00;2001 - 2004 2 поколение (RD);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;синий металлик;Нет
₸2 800 000,00;2000 - 2006 V10;Минивэн;1.8 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸10 900 000,00;2019 - н.в. 8 поколение (DN8);Седан;2 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸1 700 000,00;1988 - 1993 B3;Седан;1.8 (бензин);Автомат;Передний привод;Слева;бордовый;Да
₸2 500 000,00;2013 - 2018 1 поколение рестайлинг;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный;Да
₸1 300 000,00;1997 - 2003 3 поколение;Минивэн;2.4 (бензин);Автомат;Передний привод;Справа;синий металлик;Да
₸1 300 000,00;1991 - 1997 1 поколение;Минивэн;2 (бензин);Автомат;Полный привод;Справа;;Да
₸430 000,00;1991 - 2011 1 поколение рестайлинг;Хэтчбек;1.5 (бензин);Механика;Передний привод;Слева;коричневый металлик;Да
₸8 500 000,00;1994 - н.в. 1 поколение;Пикап;2.9 (газ-бензин);Механика;Задний привод;Слева;;Да
₸7 400 000,00;2001 - 2009 Z33;Купе;3.5 (бензин);Механика;Задний привод;Слева;фиолетовый;Да
₸9 000 000,00;2005 - 2008 1 поколение рестайлинг (H1);Минивэн;3 (бензин);Автомат;Передний привод;Справа;белый металлик;Да
₸23 000 000,00;2017 - 2023 1 поколение (5YJ3);Седан;;Автомат;Полный привод;Слева;белый;Да
₸3 500 000,00;1994 - 1996 W140/C140 рестайлинг;Седан;2.8 (бензин);Автомат;Задний привод;Слева;;Да
₸1 600 000,00;1991 - 1996 XV10;Седан;2.2 (бензин);Механика;Передний привод;Слева;вишня металлик;Да
₸9 600 000,00;2022 - н.в. 1 поколение рестайлинг (SP2);Кроссовер;1.5 (бензин);Автомат;Передний привод;Слева;белый;Да
₸1 500 000,00;1992 - 1998 1 поколение;Седан;2 (бензин);Механика;Передний привод;Слева;серый металлик;Да
₸2 500 000,00;1999 - 2003 W208/A208 рестайлинг;Купе;2 (бензин);Механика;Задний привод;Слева;синий металлик;Да
₸3 900 000,00;1990 - 2003 T4;Минивэн;2.4 (дизель);Механика;Передний привод;Слева;;Да
₸925 000,00;1982 - 1993 1 поколение (W201);Седан;2 (бензин);Механика;Задний привод;Слева;белый;Да
₸27 000 000,00;2012 - 2015 3 поколение рестайлинг (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;;Да
₸5 100 000,00;2001 - 2006 4 поколение (MCV/VZV);Седан;3 (бензин);Автомат;Передний привод;Слева;синий металлик;Да
₸4 000 000,00;2001 - 2005 C5 рестайлинг;Седан;4.2 (бензин);Механика;Полный привод;Слева;черный;Да
₸5 500 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸6 000 000,00;2006 - 2009 XV40;Седан;3.5 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸76 000 000,00;2021 - н.в. 4 поколение;Внедорожник;3.5 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸2 600 000,00;2007 - 2015 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸2 800 000,00;2000 - 2001 XV20 рестайлинг (V25);Седан;3 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸4 200 000,00;2009 - 2015 5 поколение;Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸1 050 000,00;1976 - 2006 1 поколение;Седан;1.6 (бензин);Механика;Задний привод;Слева;белый;Да
₸2 700 000,00;2000 - 2004 W203/S203/CL203;Седан;2 (бензин);Автомат;Задний привод;Слева;золотистый металлик;Да
₸7 300 000,00;2008 - 2012 2 поколение рестайлинг (JT/TE/TD);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;черный;Да
₸5 550 000,00;2012 - 2017 1 поколение (NH3/NH1);Лифтбек;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸3 500 000,00;2009 - 2015 5 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸49 500 000,00;2017 - 2020 W222/C217/A217 рестайлинг;Седан;4 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸6 350 000,00;2014 - 2017 7 поколение (LF);Седан;2 (газ);Автомат;Передний привод;Слева;серебристый металлик;Да
₸12 900 000,00;2020 - н.в. 3 поколение;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸5 545 000,00;2001 - 2006 4 поколение (MCV/VZV);Седан;3 (бензин);Автомат;Передний привод;Слева;серый;Да
₸5 200 000,00;2005 - 2010 2 поколение (CM);Кроссовер;2.7 (бензин);Автомат;Полный привод;Слева;синий металлик;Да
₸7 500 000,00;2018 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;белый металлик;Да
₸9 000 000,00;2024 - н.в. 1 поколение;Лифтбек;1.5 (бензин);Робот;Передний привод;Слева;серый металлик;Да
₸5 400 000,00;2015 - н.в. 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸4 800 000,00;2015 - н.в. 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный металлик;Да
₸6 600 000,00;2020 - н.в. 2 поколение рестайлинг;Седан;1.5 (бензин);Автомат;Передний привод;Слева;синий металлик;Да
₸5 300 000,00;2011 - 2013 1 поколение рестайлинг (C100/C140);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸9 500 000,00;2022 - н.в. 1 поколение;Лифтбек;1.5 (бензин);Робот;Передний привод;Слева;красный металлик;Да
₸15 000 000,00;2021 - 2024 1 поколение;Кроссовер;2 (бензин);Робот;Полный привод;Слева;белый;Да
₸850 000,00;1997 - 2012 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;коричневый;Да
₸12 700 000,00;2015 - 2018 3 поколение рестайлинг (DM/DMA);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸2 950 000,00;1995 - 1999 1 поколение (RD);Кроссовер;2 (бензин);Автомат;Полный привод;Справа;серебристый металлик;Да
₸6 700 000,00;2008 - 2012 1 поколение (8R);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;белый;Да
₸5 700 000,00;2011 - 2013 1 поколение рестайлинг (C100/C140);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;серебристый металлик;Да
₸26 000 000,00;2013 - 2017 2 поколение (L494);Внедорожник;5 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸4 000 000,00;1996 - 2008 1 поколение;Внедорожник;3 (бензин);Автомат;Полный привод;Слева;черный;Да
₸4 190 000,00;2009 - н.в. 1 поколение [2-й рестайлинг];Внедорожник;1.7 (бензин);Механика;Полный привод;Слева;коричневый металлик;Да
₸60 236 877,00;2023 - н.в. G05 рестайлинг;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸6 800 000,00;1999 - 2003 E53;Кроссовер;2.9 (дизель);Автомат;Полный привод;Слева;серебристый металлик;Да
₸7 490 000,00;2005 - 2008 3 поколение (A3);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;серый металлик;Да
₸2 400 000,00;2005 - 2011 1 поколение рестайлинг (TB);Хэтчбек;1.4 (бензин);Механика;Передний привод;Слева;;Да
₸12 890 000,00;2018 - 2021 4 поколение (TM/TMA);Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;серый;Да
₸5 100 000,00;2009 - 2015 5 поколение;Хэтчбек;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸1 300 000,00;1997 - 2012 1 поколение;Седан;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸5 590 000,00;2012 - 2016 E180 (E18/ZRE1);Седан;1.3 (бензин);Механика;Передний привод;Слева;белый;Да
₸64 324 329,00;2023 - н.в. G05 рестайлинг;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 000 000,00;1988 - 1993 B3;Седан;1.8 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸2 650 000,00;1995 - 1999 W210/S210;Седан;2 (бензин);Механика;Задний привод;Слева;синий;Да
₸9 000 000,00;2011 - 2014 XV50;Седан;2.5 (бензин);Автомат;Передний привод;Слева;черный;Да
₸5 250 000,00;2008 - 2013 2 поколение;Седан;1.6 (бензин);Автомат;Передний привод;Слева;черный;Да
₸1 500 000,00;1999 - 2003 1 поколение рестайлинг (FA0/A0/1);Минивэн;2 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸37 000 000,00;2022 - н.в. 5 поколение;Кроссовер;2.4 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 250 000,00;1990 - 2011 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;;Да
₸2 500 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;белый;Да
₸7 000 000,00;2004 - 2007 2 поколение (HP);Внедорожник;3.5 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸12 500 000,00;2012 - 2015 X204 рестайлинг;Кроссовер;2 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸1 999 999,00;1997 - 2005 4 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸1 850 000,00;1980 - 2011 1 поколение;Седан;1.6 (бензин);Механика;Задний привод;Слева;красный;Да
₸1 650 000,00;1991 - 2002 3 поколение;Хэтчбек;1.8 (бензин);Автомат;Передний привод;Слева;белый;Да
₸9 800 000,00;2022 - н.в. 1 поколение рестайлинг (SP2);Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;;Да
₸2 600 000,00;1994 - 1999 1 поколение (RA1/RA2/RA3/RA4/RA5);Минивэн;2.2 (бензин);Автомат;Полный привод;Справа;синий металлик;Да
₸1 350 000,00;1982 - 1993 1 поколение (W201);Седан;2 (бензин);Автомат;Задний привод;Слева;серебристый;Да
₸2 800 000,00;1982 - 1993 1 поколение (W201);Седан;2.6 (бензин);Механика;Задний привод;Слева;бордовый;Да
₸63 386 184,00;2023 - н.в. G06 рестайлинг;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸2 500 000,00;1979 - 1991 W126 / C126;Седан;2.6 (бензин);Автомат;Задний привод;Слева;серый металлик;Да
₸2 500 000,00;1992 - 1996 T190;Седан;1.8 (бензин);Автомат;Передний привод;Справа;;Нет
₸76 482 055,00;2022 - н.в. G07 рестайлинг;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 300 000,00;1994 - 2001 3 поколение;Хэтчбек;1.4 (бензин);Механика;Передний привод;Слева;красный;Да
₸7 477 777,00;2015 - 2019 6 поколение (AD/ADA);Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸4 600 000,00;2004 - 2008 C6;Седан;3.2 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸3 500 000,00;1990 - 2000 E36;Седан;2.5 (бензин);Автомат;Задний привод;Слева;красный;Да
₸13 000 000,00;2020 - н.в. 1 поколение;Пикап;2.4 (бензин);Механика;Полный привод;Слева;серый металлик;Да
₸1 650 000,00;1997 - 1999 GF;Лифтбек;2 (бензин);Механика;Передний привод;Слева;синий;Да
₸3 900 000,00;2000 - 2006 B6;Универсал;1.8 (бензин);Вариатор;Передний привод;Слева;черный металлик;Да
₸900 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸3 200 000,00;2004 - 2014 H (A04);Седан;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸4 500 000,00;2002 - 2005 1 поколение (H1);Минивэн;3 (бензин);Автомат;Передний привод;Справа;серый металлик;Нет
₸700 000,00;1997 - 2009 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый металлик;Да
₸1 000 000,00;1991 - 2002 3 поколение;Хэтчбек;1.8 (бензин);Механика;Передний привод;Слева;серый;Да
₸14 000 000,00;2015 - 2019 T6;Минивэн;2 (дизель);Механика;Передний привод;Слева;коричневый;Да
₸5 000 000,00;2002 - 2006 2 поколение;Внедорожник;5.4 (бензин);Автомат;Полный привод;Слева;синий;Да
₸3 300 000,00;1998 - 2003 E46;Седан;2.8 (бензин);Автомат;Задний привод;Слева;синий металлик;Да
₸16 500 000,00;2020 - н.в. XV70 рестайлинг (V75);Седан;2.5 (гибрид);Вариатор;Передний привод;Слева;белый;Да
₸2 000 000,00;1988 - 1993 B3;Седан;2 (бензин);Механика;Передний привод;Слева;зеленый;Да
₸2 290 000,00;1999 - 2003 1 поколение рестайлинг (FA0/A0/1);Минивэн;1.6 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸3 150 000,00;2011 - 2015 T7 рестайлинг (4A/4C);Универсал;1.6 (бензин);Автомат;Передний привод;Слева;белый;Да
₸5 800 000,00;2010 - 2017 4 поколение (RB/RC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸800 000,00;1988 - 1993 B3;Седан;2 (бензин);Механика;Передний привод;Слева;красный металлик;Да
₸9 200 000,00;2019 - н.в. 1 поколение;Кроссовер;1.5 (бензин);Вариатор;Передний привод;Слева;черный;Да
₸9 500 000,00;2012 - 2015 1 поколение рестайлинг;Седан;2.4 (бензин);Автомат;Передний привод;Слева;серый металлик;Да
₸1 500 000,00;1990 - 2011 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;золотистый металлик;Да
₸5 377 777,00;2010 - 2017 4 поколение (RB/RC);Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸2 900 000,00;2012 - 2018 2 поколение;Универсал;1.6 (бензин);Автомат;Передний привод;Слева;синий металлик;Да
₸2 000 000,00;1994 - 1999 B5;Седан;2.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸3 000 000,00;1997 - 2001 C5;Седан;2.8 (бензин);Автомат;Полный привод;Слева;синий металлик;Да
₸52 000 000,00;2018 - н.в. G07;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;серый;Да
₸15 900 000,00;2017 - н.в. 1 поколение;Кроссовер;2.4 (бензин);Вариатор;Полный привод;Слева;синий металлик;Да
₸4 250 000,00;2013 - 2018 2 поколение (B8);Хэтчбек;1.6 (бензин);Робот;Передний привод;Слева;черный металлик;Да
₸5 100 000,00;2011 - 2015 3 поколение (UB);Седан;1.6 (бензин);Автомат;Передний привод;Слева;черный металлик;Да
₸3 000 000,00;2000 - 2006 A33;Седан;2 (бензин);Механика;Передний привод;Слева;серый металлик;Да
₸15 490 000,00;2013 - 2018 F15 (F15/F85);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
