Price;Generation;Body;Engine;Transmission;Drive;Steering Wheel;Color;Customs
₸2 900 000,00;2002 - 2005 1 поколение рестайлинг (GH);Седан;2.5 (бензин);Механика;Передний привод;Слева;золотистый металлик;Да
₸20 632 000,00;2024 - н.в. 1 поколение;Кроссовер;1.5 (гибрид);Автомат;Полный привод;Слева;серый;Да
₸12 200 000,00;2017 - 2021 XV70;Седан;2.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸3 400 000,00;1995 - 1999 W210/S210;Седан;2.4 (бензин);Автомат;Задний привод;Слева;синий металлик;Да
₸3 500 000,00;2000 - 2004 1 поколение (EP);Кроссовер;3 (бензин);Автомат;Полный привод;Слева;бежевый;Да
₸10 700 000,00;2009 - 2012 4 поколение рестайлинг (F4);Седан;4.6 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 650 000,00;1995 - 2012 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;синий металлик;Да
₸3 850 000,00;1996 - 1999 W140 [2-й рестайлинг];Седан;3.2 (бензин);Автомат;Задний привод;Слева;белый металлик;Да
₸6 000 000,00;2010 - 2013 1 поколение рестайлинг (J10, NJ10, JJ10E) (J10/NJ10/JJ10E);Кроссовер;2 (бензин);Вариатор;Полный привод;Слева;;Да
₸1 050 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸1 500 000,00;1991 - 1996 B4;Седан;2 (бензин);Механика;Передний привод;Слева;бежевый;Да
₸4 700 000,00;2006 - 2010 1 поколение (J10/NJ10/JJ10E);Кроссовер;2 (бензин);Вариатор;Передний привод;Слева;синий;Да
₸5 390 000,00;2011 - 2015 3 поколение (UB);Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸4 700 000,00;2020 - н.в. 1 поколение;Седан;1.5 (бензин);Автомат;Передний привод;Слева;белый металлик;Да
₸1 375 000,00;1991 - 1996 B4;Седан;2 (бензин);Механика;Передний привод;Слева;синий;Да
₸1 750 000,00;1990 - 1994 4 поколение (C4);Седан;2.8 (бензин);Автомат;Передний привод;Слева;черный;Да
₸58 000 000,00;2018 - н.в. G07;Кроссовер;4.4 (бензин);Автомат;Полный привод;Слева;;Да
₸13 250 000,00;2023 - н.в. 3 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;серый;Да
₸5 900 999,00;2006 - 2009 XV40;Седан;2.4 (бензин);Автомат;Передний привод;Слева;серый;Да
₸4 300 000,00;2005 - 2008 W164;Внедорожник;5 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸4 150 000,00;2013 - 2018 1 поколение рестайлинг;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸73 561 898,00;2022 - н.в. G07 рестайлинг;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;синий металлик;Да
₸12 500 000,00;2011 - 2015 7 поколение [2-й рестайлинг] (N1/N2/N3);Пикап;2.7 (бензин);Механика;Полный привод;Слева;серый металлик;Да
₸9 000 000,00;2020 - н.в. 4 поколение рестайлинг;Седан;1.6 (бензин);Автомат;Передний привод;Слева;;Да
₸8 500 000,00;2005 - 2008 E65/E66 рестайлинг;Седан;6 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸1 100 000,00;2001 - 2014 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;белый металлик;Да
₸2 300 000,00;1998 - 2003 A33;Седан;2 (бензин);Механика;Передний привод;Справа;серебристый металлик;Да
₸20 500 000,00;2007 - 2012 3 поколение (J2);Внедорожник;5.7 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸1 750 000,00;2004 - 2013 1 поколение (J200);Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;серебристый;Да
₸3 990 000,00;2005 - 2008 B (A05);Минивэн;1.8 (бензин);Механика;Передний привод;Слева;серый;Да
₸1 150 000,00;1997 - 2012 1 поколение;Универсал;1.6 (бензин);Механика;Передний привод;Слева;;Да
₸9 300 000,00;2010 - 2012 3 поколение [2-й рестайлинг] (A3);Кроссовер;2 (бензин);Автомат;Полный привод;Слева;коричневый металлик;Да
₸2 450 000,00;1997 - 2012 1 поколение;Седан;1.5 (бензин);Механика;Передний привод;Слева;бордовый металлик;Да
₸8 500 000,00;2006 - 2008 3 поколение;Минивэн;3.5 (бензин);Автомат;Полный привод;Справа;серебристый;Да
₸35 000 000,00;2018 - н.в. 3 поколение;Кроссовер;3 (бензин);Автомат;Полный привод;Слева;черный металлик;Да
₸1 000 000,00;1997 - 2009 1 поколение;Хэтчбек;1.6 (бензин);Механика;Передний привод;Слева;черный;Да
₸7 141 000,00;2008 - 2013 4 поколение (RB3/RB4/RL3/RL4);Минивэн;3.5 (бензин);Автомат;Передний привод;Слева;серебристый металлик;Да
₸2 300 000,00;1996 - 2000 XV20;Седан;2.2 (бензин);Автомат;Передний привод;Слева;серый;Да
₸4 300 000,00;2005 - 2008 W164;Внедорожник;5 (бензин);Автомат;Полный привод;Слева;белый металлик;Да
₸87 253 806,00;2022 - н.в. 1 поколение;Внедорожник;3 (гибрид);Автомат;Полный привод;Слева;черный металлик;Да
₸7 300 000,00;2006 - 2009 4 поколение (F4);Седан;4.6 (бензин);Автомат;Задний привод;Слева;черный металлик;Да
₸7 700 000,00;2000 - 2006 GMT800;Внедорожник;6 (бензин);Автомат;Полный привод;Слева;черный;Да
₸2 500 000,00;1991 - 2003 T4;Минивэн;2.4 (дизель);Механика;Передний привод;Слева;серый;Да
₸850 000,00;1992 - 2009 1 поколение рестайлинг;Внедорожник;1.8 (бензин);Механика;Полный привод;Слева;белый;Да
₸5 000 000,00;2005 - 2008 W164;Внедорожник;3.5 (бензин);Автомат;Полный привод;Слева;белый;Да
₸3 200 000,00;1995 - 2000 1 поколение;Минивэн;2.8 (бензин);Автомат;Полный привод;Слева;черный;Да
